temperature,vibration,pressure,rpm,runtime_hours,load_percent,oil_quality_index,failure_within_30_days
84.2,6.32,50.66,2768,5951,94.17,87.04,0
76.45,4.06,40.38,2843,7965,80.84,95.55,1
76.57,3.33,56.07,3362,7986,61.93,40.06,1
84.89,2.24,61.59,2709,11731,33.03,84.23,0
74.29,4.96,34.55,2888,12962,44.2,96.57,0
66.25,6.11,42.53,3250,9625,93.0,59.06,1
70.03,4.99,44.93,2064,13384,61.73,95.7,0
82.61,8.53,52.09,2657,6183,66.71,69.33,1
75.04,7.07,44.35,3215,13427,73.1,76.72,1
79.08,3.95,64.9,2833,14079,44.55,61.21,0
83.04,3.93,32.53,3534,12387,75.33,87.02,0
70.5,5.35,32.88,2012,9671,60.45,84.52,0
84.07,2.99,50.33,1955,12567,73.29,97.87,0
79.55,6.6,52.54,3185,4530,57.6,93.61,0
60.18,5.15,34.63,3233,9992,39.68,71.86,0
92.31,4.96,46.51,2703,10503,60.31,100.0,0
68.99,5.74,49.39,3000,2352,79.53,92.26,0
55.14,7.6,49.49,3173,11373,75.09,80.11,0
62.46,4.81,57.13,2393,2756,68.56,57.04,1
62.75,4.3,45.74,2447,6860,84.17,49.05,1
75.63,7.22,75.69,2895,9199,64.34,50.32,1
71.71,6.24,61.83,3252,5346,69.01,58.0,1
70.96,3.92,43.7,2217,9413,59.36,92.66,0
82.44,4.51,56.32,2701,9333,85.22,79.31,1
79.08,4.85,56.74,2678,4899,73.25,62.8,1
78.79,5.15,72.01,3009,11840,57.97,69.96,1
79.92,2.06,46.59,2796,5179,41.2,68.13,0
82.39,1.72,65.74,2527,20440,87.89,84.0,0
49.7,2.9,55.59,3424,8453,54.61,58.82,0
70.63,2.76,75.88,2530,3144,69.3,77.25,0
48.84,3.34,73.07,2654,4078,110.35,76.5,0
75.43,5.64,57.76,2004,14738,82.43,59.27,1
74.94,4.2,51.33,2443,6954,97.0,95.82,0
87.55,4.85,62.09,3058,2181,58.31,67.57,0
89.25,2.3,52.47,2960,13269,87.28,57.11,1
77.43,3.67,78.52,3100,6922,68.48,84.79,0
69.0,5.56,56.1,3075,12267,74.59,72.82,1
80.82,5.57,49.32,3844,13678,104.38,78.13,1
68.66,3.2,48.57,2426,10372,62.98,54.23,0
74.98,4.79,38.02,1990,20980,68.35,84.19,1
86.83,8.46,62.79,2275,376,51.74,100.0,0
68.31,4.47,43.52,2448,4910,83.99,53.06,1
84.67,3.25,70.37,2313,7720,57.91,77.31,0
83.13,4.19,36.9,2847,20306,86.41,60.22,1
63.54,4.67,56.78,3426,17990,38.3,100.0,0
86.69,4.23,71.1,3570,15443,77.88,90.59,0
83.38,4.44,24.87,3052,5029,56.41,76.23,0
76.22,1.9,83.26,3871,5612,81.15,53.58,1
65.85,2.77,49.05,2622,4857,67.76,57.21,1
64.69,4.23,56.98,1984,5083,58.36,83.19,0
68.55,4.2,63.0,3327,16464,61.04,51.56,1
81.51,3.48,65.17,1881,7781,52.69,52.03,1
63.53,4.18,58.83,2422,8443,83.08,72.13,0
80.25,4.61,68.96,3060,12872,49.12,74.0,0
60.1,6.1,62.27,2749,682,63.19,77.7,0
72.55,4.32,79.65,2705,9263,74.21,65.41,0
76.32,5.22,62.31,2210,3516,97.04,85.8,1
104.34,3.53,82.5,2795,7528,67.83,59.07,1
58.47,5.53,67.62,3302,6068,63.63,81.4,0
92.66,5.18,29.72,2810,5810,72.93,75.21,1
76.8,6.06,91.56,2385,10128,30.68,81.01,0
79.93,5.78,46.96,2176,10106,46.42,89.73,0
76.42,5.56,75.94,2395,7901,61.24,65.17,0
80.34,4.32,55.38,2996,10853,55.17,62.08,1
73.16,4.94,69.86,2972,4657,39.19,46.67,0
92.45,6.41,45.36,2400,12408,83.44,41.71,1
69.52,3.33,63.76,1695,7969,72.68,69.36,0
88.59,3.37,51.46,3010,6582,70.52,70.39,1
67.27,4.83,77.11,2351,5026,55.51,55.71,0
74.28,5.25,61.14,3145,7793,69.43,58.93,0
62.14,3.02,68.1,2422,18353,77.26,94.85,0
80.46,4.37,24.7,2306,8683,63.23,85.14,0
92.34,4.33,53.8,2877,3278,76.0,53.08,1
74.07,0.51,60.75,3979,13594,53.67,65.36,0
72.64,4.1,58.13,3175,6640,69.75,78.09,0
61.62,4.22,68.46,2868,10419,88.56,62.6,1
72.25,4.21,49.88,2979,5972,90.18,59.87,1
55.89,7.05,55.68,1924,15404,91.9,66.93,1
64.05,2.31,71.54,2239,6046,73.14,88.36,0
77.72,3.02,23.1,1545,15989,68.57,89.72,0
90.83,0.2,63.25,3665,3754,59.92,60.97,0
108.71,3.63,50.33,3564,7535,35.47,78.91,0
67.96,3.79,42.23,2996,16000,43.79,71.9,0
92.22,3.58,59.71,2868,9841,64.98,56.88,1
77.93,6.49,72.18,2024,20357,66.05,67.54,1
73.19,6.05,69.55,2690,7654,93.42,53.04,1
80.19,4.64,53.11,3696,10285,91.67,89.45,1
75.74,3.83,67.26,2866,18526,55.64,95.29,0
76.32,6.35,67.15,2518,1430,82.73,65.84,1
70.1,4.46,53.78,1921,811,59.41,62.26,0
58.22,3.03,45.3,3490,5022,80.29,87.82,0
56.48,1.41,46.11,2765,13067,82.51,90.24,0
82.84,3.71,66.73,1922,951,90.36,55.28,1
71.68,5.86,54.41,2338,11985,59.13,69.78,1
67.85,8.6,40.35,2161,11634,86.26,71.12,1
75.1,4.61,31.41,2734,19072,34.29,60.44,1
84.54,3.12,66.65,2904,14227,91.33,77.79,1
77.16,2.37,47.35,2548,10820,67.55,61.5,1
67.13,5.49,59.63,3189,15796,67.93,63.9,1
89.72,1.32,72.36,2839,11695,31.33,70.48,1
93.95,5.49,36.68,3331,6700,61.0,49.66,1
80.93,5.97,54.37,2621,3277,92.4,41.15,1
86.68,5.29,52.61,4200,6153,60.32,85.77,0
89.9,4.1,60.32,2518,8800,80.84,60.9,1
88.56,5.52,72.35,2348,9875,68.62,100.0,0
82.37,4.81,36.39,2287,50,87.13,100.0,0
82.18,3.1,62.98,2695,7902,71.45,64.4,0
81.24,7.83,69.44,1940,9143,51.23,100.0,0
61.83,3.87,52.39,2947,11738,69.02,86.06,1
83.41,5.9,53.08,1847,17134,96.82,62.32,1
58.73,0.2,60.86,2881,9928,76.96,33.27,1
65.46,6.8,59.83,2124,4452,65.9,82.32,0
90.64,7.14,63.15,2609,50,108.6,72.47,1
85.08,4.55,62.86,3102,12435,88.87,78.47,1
92.85,5.51,41.25,3952,4655,82.7,68.57,1
71.74,5.51,68.86,2261,13334,73.71,54.84,1
61.17,3.34,71.33,2725,15987,81.14,65.59,0
72.11,5.48,57.61,2438,1280,81.73,82.6,0
76.22,3.04,34.08,2365,11769,28.71,66.68,0
75.95,3.4,53.39,2443,15463,75.11,66.59,1
88.6,6.53,57.72,3212,14095,65.11,49.21,1
70.66,6.25,38.98,2556,50,59.0,73.37,0
79.22,3.23,49.96,3925,4732,64.48,55.32,1
63.14,3.18,35.27,3008,2599,39.99,85.78,0
80.4,3.34,63.5,2295,11617,35.52,60.99,0
75.04,5.82,57.32,2617,11067,90.44,67.56,1
66.0,2.7,31.96,2399,50,76.32,100.0,0
72.17,5.14,59.92,3200,7496,24.57,67.4,0
72.79,5.84,54.21,1981,13004,57.63,65.39,1
71.76,4.34,62.23,2130,9740,83.85,80.78,0
96.26,6.32,49.52,2504,9731,62.96,45.22,1
73.82,3.95,43.78,3141,7175,90.41,90.76,1
72.07,4.12,44.21,3417,3705,86.9,86.91,0
49.83,2.74,47.47,3490,8915,43.58,79.87,0
64.27,6.33,55.26,3065,9260,65.42,21.34,1
71.84,3.12,57.07,2759,12076,59.93,68.11,0
66.77,5.13,52.33,3197,12482,42.99,52.91,1
91.58,4.37,49.07,2228,9429,41.82,88.86,0
73.02,2.6,50.08,1878,14475,53.49,87.79,0
90.46,3.4,90.11,3018,7125,56.46,77.82,0
75.74,6.99,44.21,2297,1780,73.1,53.95,1
75.45,4.86,47.19,2767,11385,86.8,94.41,0
73.93,2.68,101.11,2860,9632,77.25,68.07,0
75.05,5.05,60.89,2924,11485,81.51,99.08,0
95.63,4.24,35.68,3269,2678,63.2,75.98,1
47.16,10.72,66.8,3216,17954,78.85,79.6,1
50.98,5.01,42.26,2898,12553,65.33,65.1,0
68.48,3.81,67.73,2579,7560,60.05,93.1,0
75.17,7.06,52.05,2854,4323,102.15,81.13,1
83.28,1.19,48.84,2502,14386,26.05,93.64,0
80.68,4.67,77.53,2702,3491,34.28,74.66,0
70.39,8.09,62.93,4109,20307,74.89,71.29,1
87.23,4.29,68.62,2891,5934,63.23,80.93,1
87.36,1.38,61.09,3025,17603,42.13,93.64,0
77.21,3.79,48.78,2447,8078,49.02,87.25,1
86.55,7.12,63.56,3310,16904,51.36,74.07,1
78.27,5.18,71.93,3180,5326,84.06,44.14,1
68.26,2.99,56.89,3184,9094,89.82,84.16,0
83.37,3.27,80.22,2907,13024,97.51,50.42,1
76.33,3.49,66.91,3317,12310,39.4,72.53,0
75.02,5.15,57.97,3436,14504,43.39,70.26,0
92.68,6.91,58.52,2942,6563,42.16,50.73,1
45.59,6.39,56.92,2743,9424,91.2,77.59,1
57.99,5.32,37.48,3247,15242,75.51,100.0,0
60.76,2.1,53.74,2348,5474,69.44,67.31,0
70.64,2.11,58.1,2441,11863,72.13,83.49,0
71.94,5.46,49.17,2773,7904,66.98,100.0,0
56.91,2.08,59.73,1929,10029,47.82,84.94,0
63.18,4.09,55.3,3214,9423,77.24,62.33,1
64.67,5.05,65.83,2319,5059,64.65,75.56,0
104.49,2.45,64.28,2564,7697,46.39,79.21,0
96.62,2.66,57.34,2693,9725,78.34,93.51,0
70.06,4.33,35.86,2820,8486,60.34,90.21,0
70.64,5.41,80.07,2628,16864,72.09,30.45,1
61.21,6.41,53.01,2766,14050,65.75,59.16,1
52.1,5.59,53.87,2770,10450,84.04,70.95,0
73.6,4.63,50.2,2576,5184,71.96,56.77,1
63.03,3.16,48.16,2413,4880,52.09,16.5,1
73.98,2.57,76.62,3341,18869,73.8,61.12,1
55.8,3.58,74.4,1748,3951,74.38,71.95,0
65.86,5.24,61.22,2697,9569,77.2,64.12,1
76.78,5.11,53.49,2566,10805,86.65,57.05,1
79.39,0.72,63.67,3009,7443,56.91,72.62,0
80.01,3.09,56.03,2073,3989,80.02,77.15,0
59.15,6.67,52.34,2550,5076,36.95,64.97,0
85.26,4.64,59.73,2749,6267,65.84,92.58,0
65.4,1.95,48.82,3335,5453,63.06,72.87,0
82.59,8.74,58.53,2966,15639,94.06,58.93,1
74.87,4.45,57.86,2208,8954,65.19,55.13,1
58.48,5.19,63.44,2556,6381,78.94,68.81,0
71.21,5.22,46.33,3243,9535,36.29,88.7,0
79.38,3.84,64.94,2200,12340,61.67,59.64,1
82.36,3.19,42.31,2761,7277,52.77,80.94,0
73.31,8.32,46.98,2795,13510,112.56,73.42,1
93.38,6.31,47.6,2607,2644,56.0,100.0,0
87.09,5.98,39.99,4148,14857,69.32,77.85,1
71.92,5.54,69.22,2594,8955,70.28,61.53,1
84.0,2.69,41.43,3025,8760,39.39,83.05,0
98.21,6.8,45.22,2417,5535,58.53,83.55,1
98.53,2.98,72.58,3064,2861,75.29,66.04,1
60.26,5.01,47.01,3235,667,69.54,54.54,0
63.88,1.55,52.37,2506,5186,26.59,80.04,0
92.82,0.83,40.83,2773,11938,57.79,72.95,1
62.3,5.07,66.66,2352,4194,86.37,49.25,1
59.13,3.04,66.85,2228,1258,78.59,75.82,0
69.17,0.92,65.35,3318,4455,89.92,62.45,0
80.04,5.47,62.53,2523,7076,50.26,49.27,1
73.77,8.32,56.03,1593,7272,91.06,66.72,1
67.19,7.0,47.66,3683,8356,67.2,91.24,0
66.91,4.04,43.59,2399,14163,96.66,90.12,0
66.45,4.52,73.06,2677,15246,68.06,86.2,0
64.45,6.1,65.71,3620,19027,31.15,76.04,0
102.38,6.52,45.29,2729,875,83.29,80.94,1
78.57,3.88,55.56,2718,4721,60.02,73.48,0
85.64,4.56,50.8,2186,12492,61.23,55.42,1
69.13,5.04,39.21,1983,6730,41.84,58.42,0
72.77,5.5,57.49,2717,13304,97.2,62.89,1
66.44,4.26,49.18,2981,10036,58.62,93.02,0
43.18,4.28,41.66,2953,16896,96.35,88.15,0
58.46,6.98,34.29,2559,14214,60.24,55.8,1
53.27,6.68,33.11,2810,14305,51.3,72.8,0
48.0,5.36,49.8,1881,6941,91.75,65.96,0
60.66,7.59,53.81,3030,8513,66.68,69.67,0
90.9,3.8,42.75,2881,7474,66.86,63.96,1
74.47,7.42,64.11,3787,1471,44.93,93.09,0
90.49,5.48,54.08,2804,16359,59.76,71.72,1
79.93,10.39,63.08,2329,12727,75.72,75.24,1
84.39,2.35,52.44,2775,7275,44.61,75.36,0
64.19,3.26,43.98,2636,15523,58.3,56.58,1
81.29,5.25,56.6,3017,5848,60.43,73.63,0
83.74,5.22,37.32,2813,50,69.2,87.93,0
68.08,8.01,62.55,2170,14037,94.63,94.09,1
81.71,3.3,41.88,1982,2607,62.6,54.78,1
81.79,6.13,67.86,2931,8021,55.57,49.22,1
68.41,6.59,50.26,3492,10031,117.43,72.93,1
61.53,5.77,69.88,2840,10927,60.2,88.64,0
60.79,2.77,39.28,3207,13242,64.57,77.39,0
76.04,7.03,45.51,3306,11904,61.56,82.2,1
78.92,6.71,60.33,2933,11749,63.02,51.6,1
65.49,5.58,71.39,2393,5046,69.4,63.42,0
75.32,4.87,78.33,2898,10471,84.57,39.06,1
81.85,4.91,55.58,3404,1472,75.27,69.86,1
82.42,4.36,80.73,3065,16811,87.39,39.54,1
93.62,5.65,50.94,3174,1987,86.79,91.99,1
90.32,4.56,70.38,2569,7268,71.75,95.32,0
62.98,2.97,41.81,2699,2406,74.77,74.11,0
95.2,2.61,60.88,2741,5349,87.96,49.31,1
68.63,3.15,22.22,2774,9067,48.0,77.64,0
87.54,4.9,39.3,3384,6356,112.97,99.89,0
75.82,4.45,61.53,1626,14721,58.77,79.14,0
70.05,4.89,36.63,2815,10135,61.68,89.77,0
53.31,5.4,60.98,2760,6685,46.19,64.72,0
72.94,3.37,67.69,2114,8332,46.72,58.93,1
56.29,7.14,47.98,3136,15099,85.53,70.94,1
86.61,4.02,41.43,2438,13544,108.86,43.1,1
93.2,3.72,48.36,2621,3306,57.79,100.0,0
65.44,5.37,41.48,3724,5597,74.25,74.09,1
78.62,1.19,53.58,3305,11374,71.96,85.0,0
66.3,3.08,56.43,3087,10767,86.0,65.08,1
67.46,6.27,50.72,2990,3748,107.94,48.85,1
84.29,1.37,78.44,2718,12746,95.38,93.39,0
74.54,6.51,44.93,3800,4546,63.7,55.14,1
95.88,7.22,74.48,3201,15519,77.52,77.23,1
69.21,3.83,40.42,2425,11647,79.31,78.65,0
86.99,5.03,56.02,2100,3340,67.64,73.11,1
76.17,6.51,71.56,3083,6355,48.27,60.23,0
84.55,3.66,70.84,2772,6268,53.62,69.76,0
69.63,6.06,49.12,2086,9799,88.67,57.75,1
74.41,3.29,62.77,3014,7980,90.52,84.14,1
73.61,3.64,60.9,2665,3273,64.26,80.57,0
64.97,3.06,47.44,3065,2029,72.7,71.68,1
82.94,5.12,63.62,3021,11745,89.55,63.47,1
82.8,6.58,81.07,2496,10431,37.32,100.0,0
82.12,4.17,61.6,3116,9528,59.97,52.47,1
93.44,2.21,62.93,2551,10354,104.32,48.83,1
92.39,2.55,64.41,2584,5905,73.39,70.77,0
70.5,5.21,34.55,2534,9920,47.67,68.13,0
79.48,7.82,61.44,3365,21693,70.11,88.46,1
67.52,5.21,40.77,2660,14873,86.39,81.69,1
75.28,3.8,46.74,3486,7558,22.16,72.44,0
67.8,5.88,85.27,3692,6383,71.17,79.51,0
94.44,4.07,51.45,2431,50,61.3,79.23,0
79.36,3.82,44.64,1340,14343,38.44,100.0,0
72.38,2.77,71.14,3322,12933,69.47,75.8,0
89.32,7.04,41.73,2629,6281,65.54,61.78,1
48.95,0.2,48.74,2367,1841,67.57,74.98,0
50.83,5.94,72.49,2506,3224,61.73,32.72,1
84.55,3.67,55.6,2593,11222,49.62,71.51,0
75.73,3.76,33.14,3449,8553,41.81,88.39,0
78.01,7.55,62.62,2880,12458,55.57,81.03,0
59.08,3.21,49.45,3442,9432,83.47,76.48,1
74.72,3.28,76.56,3047,13834,72.2,81.74,0
99.04,4.27,46.51,2645,10848,66.75,88.55,0
84.89,5.24,69.72,2605,13144,49.28,93.38,0
77.04,3.7,79.86,3081,50,61.27,78.71,0
69.73,1.67,43.09,3210,2828,81.27,67.26,0
70.27,2.94,52.3,3298,7178,77.09,37.3,1
49.45,6.81,60.44,2669,14398,59.41,86.67,0
78.09,4.63,43.0,2888,18403,20.99,79.73,0
85.15,5.31,58.78,3092,8179,55.85,74.29,0
56.09,4.03,51.85,2608,5942,59.31,61.68,0
67.06,3.31,51.57,2233,50,51.67,86.48,0
61.11,7.52,55.69,2397,13318,60.56,68.14,1
63.42,4.16,56.0,2679,6249,82.7,71.48,0
75.64,3.7,57.29,3131,23792,67.33,71.16,1
49.99,6.47,46.62,3429,5303,85.81,78.75,0
82.37,3.2,47.23,2122,19526,40.85,54.77,1
84.05,3.43,53.34,2501,12742,62.51,80.44,0
71.99,4.52,54.37,2621,3859,33.1,61.19,0
45.23,4.5,48.86,3197,10161,60.32,61.71,0
63.04,4.97,59.54,2536,12857,49.18,85.28,0
89.79,8.27,29.59,2585,7874,91.06,57.07,1
41.66,5.11,44.77,2094,13190,75.37,85.25,0
70.83,0.22,51.08,3042,13080,86.27,73.52,0
60.84,5.09,43.01,2719,11982,60.27,47.28,1
84.65,4.57,77.81,2473,8918,49.65,92.47,0
66.9,4.58,55.26,2670,3125,49.07,76.65,0
79.85,4.94,57.47,3363,8616,72.78,77.91,1
81.79,4.45,48.23,2298,9880,100.58,87.11,0
97.03,4.41,54.78,2379,50,75.42,94.49,0
72.56,5.6,37.99,3426,9846,61.25,75.02,1
79.51,3.52,52.62,2838,8516,64.6,81.26,0
57.18,2.79,41.88,3135,2517,67.44,77.57,0
89.28,9.94,51.12,3001,7335,104.48,66.86,1
65.87,3.21,19.16,2782,7441,90.2,48.25,1
68.27,4.68,39.21,2626,18650,72.68,75.22,1
74.73,1.81,75.49,3216,10101,69.98,92.68,0
56.25,4.71,66.63,3381,14180,73.39,80.75,0
77.75,2.82,73.47,3342,8411,76.9,55.99,1
86.61,3.7,74.43,2207,50,60.56,88.46,0
78.52,6.38,64.42,3452,12362,52.81,67.36,0
55.93,5.35,48.66,2621,5709,86.58,40.62,1
73.51,5.52,40.48,2422,7322,68.4,87.27,0
83.9,1.31,71.05,2715,3735,85.08,57.82,0
52.46,7.81,55.9,3216,9364,97.63,98.71,0
62.1,2.35,89.92,3070,14326,77.37,89.22,0
85.52,7.25,49.89,2672,13664,74.45,68.58,1
78.24,6.34,82.62,3219,16931,120.0,78.89,1
79.94,5.54,52.8,2870,17640,71.73,100.0,1
97.31,2.96,73.7,2514,50,48.37,87.0,0
80.62,4.77,78.75,2446,3032,62.94,75.57,0
82.89,3.65,40.68,3005,50,95.93,100.0,0
107.53,4.55,48.21,2759,12160,44.7,73.76,1
72.43,4.05,40.54,2112,5535,54.46,80.73,0
65.43,0.83,37.78,3224,6554,87.92,57.96,0
80.13,6.52,64.34,2560,7917,63.11,46.88,1
80.27,4.35,52.25,3596,10913,66.02,67.68,1
68.68,3.63,55.73,2099,1573,87.32,72.58,1
62.61,3.49,62.79,2710,2706,55.1,76.94,0
102.72,5.15,29.0,2450,9006,41.57,50.7,1
78.92,2.89,73.01,2312,14994,43.0,81.91,0
66.21,0.44,50.11,2557,8873,78.47,59.54,0
85.99,5.23,62.45,3685,5042,72.66,81.13,0
73.69,5.43,63.69,2872,50,55.53,86.02,0
71.97,4.14,74.19,2404,13763,47.14,66.07,0
81.75,2.43,53.53,1886,5320,63.13,57.54,1
59.5,4.66,25.27,1939,3263,88.1,95.15,0
79.23,1.86,55.8,2532,423,52.96,85.09,0
97.96,2.65,57.81,2483,1804,56.07,74.28,0
80.59,3.15,40.52,2688,4194,46.57,94.03,0
70.49,6.02,57.06,1664,7806,61.39,73.25,0
68.91,3.85,49.95,2754,2956,74.09,62.69,1
70.08,3.69,36.2,3314,9929,106.07,56.97,1
71.95,8.02,64.4,3611,7768,71.92,70.38,1
70.47,5.13,47.11,1853,20110,67.03,83.58,0
86.0,5.11,49.31,2399,478,83.53,92.85,0
54.2,3.83,48.52,2373,9807,80.53,72.35,1
85.34,3.43,72.3,2873,9870,57.6,90.2,0
70.44,0.56,54.43,2190,3847,109.44,68.79,0
79.52,6.24,56.11,3641,9476,67.56,60.28,1
61.48,5.31,48.83,2822,12848,72.25,52.41,1
90.94,4.18,61.48,2738,9482,77.92,64.41,1
89.95,4.25,73.89,3596,15922,74.23,52.97,1
86.52,5.83,64.07,2792,50,95.46,100.0,0
56.82,1.7,64.62,3000,4789,57.38,78.59,0
84.95,3.44,63.49,2425,16375,82.1,70.57,1
79.86,2.45,35.68,2115,13560,70.96,97.83,0
55.74,7.69,42.73,2495,11703,85.69,52.47,1
74.71,6.08,52.13,3893,15166,64.13,69.94,1
79.37,0.54,44.84,3117,50,61.69,100.0,0
81.67,1.78,40.1,2937,12978,81.18,69.84,1
77.13,4.26,28.79,2312,14322,74.44,100.0,0
78.49,3.65,36.15,3256,5706,53.23,83.78,0
92.68,2.12,51.41,2121,22146,92.22,91.59,1
89.71,8.0,54.03,2016,9982,81.19,92.02,1
40.6,5.06,43.9,2521,50,66.66,72.02,0
71.19,5.35,56.1,3777,10906,59.57,64.68,1
73.02,3.25,48.93,3749,5401,74.55,70.27,1
53.97,5.8,70.27,2574,14825,79.89,57.2,1
76.13,3.82,52.74,2463,11740,39.31,71.01,0
89.99,3.99,64.75,1980,6010,74.76,71.93,1
61.96,5.6,57.84,2839,16512,79.75,97.34,0
79.04,1.57,35.37,2881,13697,25.66,80.9,0
64.01,7.37,53.73,3195,4860,71.53,100.0,0
66.94,4.83,37.7,3255,8240,80.5,39.61,1
92.73,6.81,53.49,2701,11585,78.46,53.74,1
68.49,2.56,44.57,3078,7179,82.44,66.67,0
80.55,2.84,60.35,2450,7328,62.1,94.39,0
52.55,2.41,36.21,3069,9184,49.28,70.36,0
97.35,4.95,55.21,2546,3671,35.6,49.98,1
82.23,4.62,63.01,3030,50,87.66,68.32,1
72.81,3.66,67.71,2989,10196,80.66,54.04,1
81.91,2.67,44.3,2834,50,89.03,51.1,1
58.08,2.22,55.25,3197,4035,54.95,100.0,0
89.19,4.41,57.58,2015,142,82.47,66.73,0
71.11,3.66,76.66,2268,758,40.95,74.6,0
72.55,3.27,34.26,2665,11132,52.35,70.61,0
69.1,7.28,42.24,2078,7888,70.27,68.23,1
68.03,4.35,94.26,2597,7708,79.94,59.39,0
83.34,6.79,51.18,2613,2420,98.22,67.34,1
78.07,3.54,28.53,3455,5721,63.68,77.06,1
82.82,4.94,46.84,2871,10882,52.42,93.28,0
74.89,4.4,16.24,3315,8740,51.49,86.21,1
81.16,1.44,58.37,2951,13113,55.62,53.71,0
69.97,7.07,66.34,2532,13825,107.98,86.83,0
101.76,4.26,42.24,2867,7739,81.62,79.13,1
56.18,5.84,48.41,3165,50,88.03,62.63,0
90.13,3.15,67.93,3397,5217,63.7,74.73,1
91.41,4.2,30.5,2734,8512,67.97,80.58,1
64.77,2.94,36.5,1976,5118,80.59,72.71,0
101.75,6.72,51.81,1941,3727,58.9,79.2,0
86.95,5.06,44.47,2637,9349,62.76,59.06,0
86.65,5.16,50.89,1631,21152,55.86,100.0,0
75.34,6.94,37.31,3698,6559,59.95,43.06,1
72.39,6.58,58.0,3098,8986,68.88,80.67,1
72.49,5.88,52.91,2482,2440,53.21,77.5,0
79.69,1.94,62.69,2245,15217,73.15,81.64,0
91.81,3.25,57.81,3314,13374,73.12,61.37,1
77.18,2.69,57.89,2243,13029,64.77,89.54,0
64.06,5.81,34.75,2291,15799,53.11,70.38,1
84.89,4.81,61.9,2417,6863,69.89,54.21,1
86.05,2.0,50.37,2857,7488,58.91,55.58,1
82.86,4.16,52.67,3110,17549,68.84,73.87,1
83.95,1.81,69.68,3396,12164,87.77,48.05,1
71.75,4.4,44.93,3322,50,45.45,99.01,0
63.85,1.52,73.92,2800,11274,107.12,87.73,0
64.58,5.45,75.22,3310,6092,66.69,99.4,0
55.37,5.18,65.54,2465,13491,75.41,97.82,0
77.84,7.93,41.27,1890,11041,54.45,66.72,1
74.0,6.03,24.39,2464,297,88.56,58.96,1
69.72,3.74,70.1,2397,10344,65.74,31.83,1
39.53,5.97,56.56,2484,10053,60.91,65.91,0
60.03,1.98,44.57,2320,10817,57.64,98.48,0
88.45,2.77,71.43,2569,11878,63.17,59.58,0
67.02,5.1,42.94,3110,16480,75.53,68.85,1
79.33,0.62,49.06,3658,11069,71.11,63.68,0
58.31,4.43,62.35,1937,9114,67.28,77.62,0
92.26,2.66,39.41,2156,14740,55.19,91.29,0
73.27,4.68,53.47,2404,20214,54.15,48.91,1
78.48,2.56,70.25,3183,13575,59.7,51.78,1
102.91,5.26,57.96,2698,10031,76.28,94.3,1
93.2,4.53,72.46,2438,11163,79.92,83.0,0
71.32,7.02,70.87,3158,10280,82.35,68.11,1
67.88,4.51,55.11,3278,9093,67.97,97.61,0
71.09,3.12,22.29,2791,19826,74.9,51.52,1
81.12,4.06,39.52,2392,5255,64.97,85.97,0
73.74,2.08,65.69,2935,14775,36.64,70.98,0
70.26,5.23,33.3,2683,8371,64.11,81.1,0
92.61,5.56,50.43,2679,1598,61.24,36.19,1
73.63,8.94,59.74,2544,8058,49.3,68.09,1
102.6,3.38,75.57,3262,6266,57.79,83.05,0
76.09,4.02,46.95,2925,11888,70.43,71.05,1
96.42,3.46,45.99,3318,9457,47.6,90.83,0
79.29,4.88,54.27,3468,3890,55.21,90.33,1
86.56,5.19,59.91,3029,16355,95.86,57.62,1
66.3,4.4,52.84,2547,14451,39.15,84.36,0
64.75,6.46,69.69,3320,16930,64.7,57.11,1
80.52,3.39,43.81,3033,10185,47.01,72.81,0
86.86,6.28,56.68,4102,8821,54.47,81.84,0
75.48,5.47,61.23,2955,12518,64.44,59.47,1
59.56,4.48,49.4,3149,6113,50.22,83.8,0
58.68,3.93,66.76,2945,9650,78.33,64.42,0
57.87,8.87,57.09,2750,8122,92.32,63.29,1
53.79,3.03,66.04,2671,1695,83.15,82.6,0
76.31,5.04,57.72,2947,9637,86.44,59.46,1
88.5,3.15,60.27,3061,6795,43.16,58.7,1
74.84,7.71,46.15,3377,7787,63.62,87.62,0
47.88,6.1,46.17,2954,10819,76.41,73.63,0
72.71,3.28,72.14,2569,15363,83.68,50.19,1
73.05,5.42,63.9,2637,4756,99.56,84.83,1
100.15,4.96,40.68,2139,7317,87.24,65.9,1
57.51,3.57,57.53,3631,5175,84.14,50.95,0
70.31,5.86,21.77,2529,4849,115.4,34.39,1
95.47,5.2,46.96,3284,6027,69.73,85.55,1
80.4,4.89,68.45,2938,8018,62.8,59.1,1
81.76,4.42,53.25,2952,11929,71.19,53.34,1
76.38,5.28,56.65,2741,10602,51.53,81.59,0
78.96,4.91,12.77,2406,3716,69.22,84.09,0
84.33,4.61,49.51,2316,15471,36.92,60.19,0
65.29,3.35,59.74,3664,13722,58.47,85.69,0
85.54,7.55,61.51,2857,4494,65.92,100.0,0
58.52,2.61,68.47,3363,15121,85.09,92.2,0
78.94,5.27,52.06,3492,10635,88.0,89.87,1
77.14,3.92,52.68,2595,8218,50.65,76.71,0
67.6,7.67,36.35,3012,10790,105.37,65.34,1
74.73,2.87,52.14,2823,8871,70.67,71.16,1
67.53,3.18,37.34,2221,11725,72.32,78.61,0
62.14,2.75,29.13,2707,9937,38.88,53.14,0
70.76,5.08,39.81,3094,7313,56.84,60.46,1
